# Catalog of NOx point sources v2.0
# 
# Contact: steffen.beirle@mpic.de
# 
# Covered time range: Jan 2019 to Dec 2019 
# Used datasets:
# - TROPOMI NO2 measurements: https://data-portal.s5p-pal.com/products/no2.html
# - ERA5 wind fields: https://www.ecmwf.int/en/forecasts/datasets/reanalysis-datasets/era5
# - Global power plant database (GPPD): https://datasets.wri.org/dataset/globalpowerplantdatabase
# - World cities database (WCD): https://simplemaps.com/data/world-cities
# 
# Version 2 of the catalog provides a fundamental update compared to version 1.
# Several improvements have been implemented resulting in generally higher and
# more realistic emissions.
# A detailed description of the dataset is to be submitted to ESSD.
# 
# Data:
# Column 1: Rank of NOx point source
# Column 2: Latitude [degree North] of point source
# Column 3: Longitude [degree East] of point source
# Column 4: NOx emissions [kg/s]
# Column 5: NOx emissions error [kg/s]
# Column 6: Number of months (within the considered time range)
#           where significant emissions could be detected.
# Column 7: Combustion power plants above 100 MW within 15 km
#           as listed in GPPD, separated by semicolon.
#           Spelling exactly as in GPPD.
#           No entry if no match to GPPD was found.
#           Primarily based on GPPD v1.3, 
#           but extended by entries from v1.2 if missing in 1.3
#           (labelled as "v1.2")
# Column 8: Cities with more than 100,000 inhabitants within 15 km
#           as listed in WCD, separated by semicolon.
#           Spelling exactly as in WCD.
#           No entry if no match to WCD was found.
rank,lat,lon,E,err,months_significant,power_plants,cities
613,50.7375,17.8625,0.2209,0.0352,7,Opole,Opole
614,24.9125,89.9875,0.1340,0.0477,2,,Jamālpur
615,-7.1625,29.9875,0.1563,0.0924,2,,
616,62.0375,129.7625,0.1907,0.0512,3,Yakutsk SDPP;Yakutsk SDPP-2,Yakutsk
617,-19.5375,-44.0625,0.1807,0.0655,3,,
618,-26.6125,-65.8125,0.2074,0.0994,5,,
619,53.8125,-113.0875,0.1274,0.0341,0,Scotford (Shell);Fort Saskatchewan (TransAlta),
620,34.3375,-116.8625,0.1823,0.0610,7,,
621,21.6875,72.6125,0.1868,0.0499,12,DGEN MEGA CCCP,
622,24.7875,78.6625,0.2054,0.0628,6,LALITPUR TPP,
623,2.0375,45.3125,0.1972,0.0717,8,,Mogadishu
624,47.3625,-101.8375,0.1617,0.0279,5,Antelope Valley,
625,51.1875,12.3625,0.1612,0.0356,4,Braunkohlekraftwerk Lippendorf;Lippendorf power station,
626,66.0875,76.8125,,,1,,Novyy Urengoy
627,56.1375,101.6125,0.1652,0.0426,3,Thermal Power Station 11,Bratsk
628,51.0125,2.3125,0.1777,0.0340,4,DK6,
629,12.1375,-68.9125,0.1849,0.0443,4,,Willemstad
630,-26.7625,28.5125,0.2248,0.0635,3,Grootvlei power station,
631,10.4625,106.4875,0.2257,0.0705,3,,Tân An
632,47.3625,-101.1375,0.1532,0.0350,4,Coal Creek,
633,9.4375,38.3625,0.1414,0.0780,2,,
634,34.1125,112.7875,0.2215,0.0567,2,Pingdingshan Ruiping power station,Meishan
635,24.7125,102.1375,0.2044,0.0602,4,,
636,44.0875,10.1625,0.2171,0.0520,1,,
637,-30.5875,150.1375,0.2176,0.0461,9,,
638,-18.8875,-48.2625,0.2099,0.0650,3,,Uberlândia
639,46.3625,48.0625,0.1750,0.0246,8,Astrakhanskaya CHPP-2;Central boiler-house [Astrakhan];Astrakhanskaya GRES,Astrakhan
640,19.2375,109.0125,0.2218,0.0517,5,,
641,19.3375,-96.7125,0.2091,0.1061,3,,
642,30.7125,50.0875,0.1427,0.0362,6,,
643,39.2875,-84.4875,0.1613,0.0342,3,Hamilton (OH),
644,18.1375,-15.9625,0.1718,0.0372,12,,Nouakchott
645,7.9125,6.4375,0.1588,0.0896,2,,
646,51.6875,4.6125,0.1595,0.0406,2,,Dordrecht
647,54.4625,45.8625,0.1981,0.0399,2,,
648,36.5875,116.2125,0.1597,0.0388,2,Xinyuan Aluminum power station;Chiping Xinfa power station;Xinfa Xiwang power station,
649,-20.6125,116.7875,0.1798,0.0397,11,Burrup Peninsula (Karratha Gas Plant);Burrup Peninsula (Pluto Phase 1);Dampier,
650,25.4125,98.8125,0.1798,0.0728,1,,
651,23.9875,79.3875,0.2207,0.0646,8,,
652,27.8125,-97.4625,0.2181,0.0385,9,Nueces Bay;Corpus Christi Energy Center,Corpus Christi
653,39.8625,26.2625,0.1791,0.0241,7,,
654,35.6375,138.4375,0.1671,0.0446,3,,Kōfu
655,28.9375,-110.8125,0.1270,0.0319,7,Hermosillo,
656,45.3625,-93.8875,0.1964,0.0342,4,Sherburne County,
657,22.2375,-97.8375,0.2115,0.0605,12,Pemex-Refinación  Refinería Francisco I. Madero,Tampico;Ciudad Madero;Miramar
658,49.4875,0.1875,0.1869,0.0411,2,HAVRE 4,Le Havre
659,31.4375,73.0875,0.1708,0.0499,7,,Faisalabad
660,21.5875,96.2375,0.2528,0.0946,8,,
661,2.9125,-60.7375,0.1954,0.0817,3,,Boa Vista
662,21.7125,108.6375,0.1413,0.0405,2,SDIC Qinzhou power station;Jingui Mill power station,
663,19.1125,41.1625,0.1642,0.0470,12,TIHAMA,
664,35.2375,115.5375,0.2339,0.0705,2,Heze power station;Heze Huarun power station,Heze
665,54.6625,83.6125,0.1480,0.0422,0,,
666,4.0125,103.3625,0.2171,0.0851,3,,
667,24.5625,74.8125,0.1663,0.0472,6,,
668,44.5125,18.6125,0.1625,0.0520,2,Tuzla CHP Power Plant Bosnia and Herzegovina,Tuzla
669,49.8125,24.0125,0.1914,0.0331,3,,Lviv
670,33.4375,43.2875,0.1700,0.0275,12,,Ar Ramādī
671,40.3125,-79.8875,0.2125,0.0421,3,,
672,4.9875,-1.6875,0.1674,0.0799,1,Takoradi 1,Sekondi
673,39.5625,-92.6375,0.1514,0.0254,5,Thomas Hill,
674,20.9375,-89.6625,0.1820,0.0477,4,Mérida III;Mérida II,Mérida;Kanasín
675,-28.1625,-69.5625,0.2050,0.0704,6,,
676,38.5875,114.9375,0.1445,0.0359,2,Dingzhou power station,Dingzhou
677,41.0875,80.1375,0.2085,0.0567,4,Aksu Xuzhou power station,Aksu
678,47.0375,28.8625,0.1860,0.0311,7,CHP CET-2  Chisinau,Chisinau
679,36.7375,29.4875,0.1583,0.0670,1,,
680,24.5625,81.1875,0.2041,0.0616,5,,
681,-9.8625,34.4125,0.1622,0.0834,2,,
682,30.3125,-91.2125,0.2126,0.0450,4,Plaquemine Cogeneration Plant;LaO Energy Systems;Axiall Plaquemine;Willow Glen (GPPD v1.2),
683,36.7875,-108.4375,0.1976,0.0343,8,Four Corners;San Juan,
684,-22.4875,119.9625,0.1737,0.0494,6,,
685,-22.4375,148.4375,0.1804,0.0456,8,,
686,29.7625,116.2875,0.1925,0.0441,6,Shenhua Jiujiang power station,
687,44.9375,23.1375,0.1590,0.0535,1,Rovinari power station,
688,58.5875,49.6125,,,2,Kirov TPP-5;Kirov CHPP-3,Kirov
689,46.1625,53.4125,0.2116,0.0409,9,,
690,32.1375,74.1625,0.1541,0.0423,8,,Gujranwala
691,35.3125,33.4375,0.2308,0.0508,9,,
692,45.7875,15.9625,0.1663,0.0380,2,Zagreb Te-To CHP Power Plant Croatia,Zagreb
693,32.9375,115.8375,0.2306,0.0467,6,Fuyang power station,Fuyang
694,44.7375,21.1875,0.1903,0.0376,6,TE KOSTOLAC B;TE KOSTOLAC A,
695,37.2875,38.7125,0.1430,0.0274,7,,Karaköprü
696,33.8125,-116.5625,0.1343,0.0405,6,Sentinel Energy Center  LLC;Indigo Energy Facility,
697,36.3125,43.7625,0.1658,0.0430,8,,
698,37.0875,37.3625,0.1729,0.0555,5,,Gaziantep
699,22.2125,-102.2125,0.1745,0.1022,6,,
700,41.4375,119.5875,0.1462,0.0280,3,,
701,38.3625,-87.7625,0.1987,0.0323,6,Gibson,
702,23.2625,114.3375,0.2624,0.0794,4,,
703,12.1375,15.0125,0.1659,0.0530,9,,N’Djamena;Kousséri
704,31.6875,73.2125,0.1608,0.0489,4,,
705,37.0125,35.3125,0.1357,0.0447,5,,Adana
706,16.6875,102.7375,0.1898,0.0581,7,Nam Phom,
707,34.0375,42.4125,0.1994,0.0293,12,,
708,39.5375,54.3875,0.1258,0.0325,8,Balkanabat OCGT Power Plant Turkmenistan,
709,23.8125,120.1875,0.1666,0.0674,8,Mailao,
710,7.3375,3.8625,0.1188,0.0729,3,,Ibadan
711,49.0125,33.6625,0.1772,0.0315,4,,
712,36.1375,1.2625,0.1988,0.0517,7,,Chlef
713,24.7375,116.2125,0.2112,0.0604,2,,
714,39.8875,48.9375,0.1840,0.0350,8,Janub,
715,4.5875,103.4375,0.2265,0.0857,4,Paka;YTL Paka,
716,34.9875,5.7125,0.1897,0.0344,11,,
717,-34.1625,-58.9625,0.1791,0.0390,4,,
718,23.0875,109.6375,0.1539,0.0489,2,Huadian Guigang power station,Guigang
719,50.5375,17.9625,0.1726,0.0376,5,,
720,41.6375,27.5375,0.1174,0.0331,3,,
721,37.9125,27.8375,0.1217,0.0329,5,,Aydın
722,27.6625,76.1375,0.2341,0.0692,11,,
723,10.5375,7.4375,0.1866,0.0719,6,,Kaduna
724,29.8125,31.2875,0.2534,0.0451,6,Cairo South;El-Tebeen,Ḩalwān
725,31.3875,49.6625,0.1428,0.0524,7,,
726,19.9625,72.7625,0.1756,0.0554,8,DHANU,
727,-37.9875,-57.6125,0.1727,0.0487,3,MAR DEL PLATA (9 DE JULIO),Mar del Plata
728,39.5625,29.8875,0.1982,0.0891,7,Seyitömer power station,
729,25.0625,101.5125,0.1771,0.0587,2,,Chuxiong;Dongguazhen
730,30.8125,111.7875,0.2364,0.0730,4,,Dangyang
731,50.3875,13.3125,0.2172,0.0473,4,Tusimice power station;Prunerov,
732,49.4375,11.0625,0.1718,0.0374,3,Franken 1;HKW Sandreuth,Nuremberg;Fürth
733,52.4375,30.9375,0.1814,0.0390,4,Gomel-2 CHP Power Plant Belarus,Homyel’
734,23.0875,-82.3375,0.1770,0.0571,9,Havana TPP,Havana;Arroyo Naranjo;Centro Habana;Guanabacoa
735,34.1625,50.3875,0.1431,0.0448,6,,
736,19.5625,-92.2125,0.1419,0.0445,7,,
737,28.5125,102.0625,0.1657,0.0635,4,,
738,10.2625,104.6125,0.1666,0.0493,6,,
739,47.0625,-101.2125,0.1669,0.0294,5,Milton R Young,
740,20.3875,72.9375,0.1789,0.0554,8,,
741,31.2375,32.2875,0.1585,0.0318,8,,Port Said
742,54.6875,29.1375,0.1705,0.0428,4,Lukoml Thermal Power Plant Belarus,
743,42.3125,59.5625,0.1502,0.0198,8,Takhiatash,
744,41.0875,-101.1375,0.1499,0.0228,7,Gerald Gentleman,
745,35.5125,68.2125,0.1507,0.0629,2,,
746,53.1125,8.7125,0.1835,0.0383,2,Hafen power station;KW Mittelsbüren;Hastedt power station,Bremen
747,53.6875,23.8625,0.1821,0.0509,3,Grodno CHP-2 Power Plant Belarus,Hrodna
748,32.7375,117.3125,0.1827,0.0472,6,,
749,50.0625,-110.7125,0.1692,0.0261,6,,
750,17.8875,-93.1625,0.1468,0.0482,3,Pemex-Gas y Petroquímica Básica  Complejo Procesador de Gas Nuevo Pemex;Pemex-Gas y Petroquímica Básica  Complejo Procesador de Gas Cactus,
751,44.6625,41.9375,0.1508,0.0266,5,Nevinnomysskya,Nevinnomyssk
752,29.1625,74.0125,0.1740,0.0464,10,SURATGARH,
753,37.8375,140.9125,0.1765,0.0348,5,Shinchi power station,
754,16.7125,79.6875,0.1552,0.0514,5,,
755,36.1625,-5.4125,0.1837,0.0466,9,CCC BAHIA DE ALGECIRAS;SAN ROQUE GRUPO 2;CAMPO DE GIBRALTAR GRUPO 20;BAHIA DE ALGECIRAS I;LOS BARRIOS,Gibraltar;Algeciras
756,-14.9375,13.5125,0.1951,0.0860,4,,Lubango
757,56.1125,44.1375,0.1474,0.0355,1,,
758,25.5125,78.7625,0.1952,0.0512,8,PARICHA,
759,36.9125,7.7125,0.1840,0.0503,3,,Annaba
760,48.1625,33.5375,0.1284,0.0317,3,,
761,15.6375,43.9125,0.1536,0.0635,7,,
762,43.4625,43.6125,0.1635,0.0564,4,,Nalchik
763,44.9375,34.1375,0.1666,0.0299,4,,Simferopol
764,24.5375,76.1125,0.1473,0.0401,5,KALISINDH,
765,39.9625,-76.7875,0.1585,0.0303,3,Pixelle Specialty Solutions LLC - Spring Grove Facility,York
766,-5.0625,-42.7625,0.2169,0.0908,3,,Teresina;Timon
767,52.9875,63.1375,0.1655,0.0293,3,,Rudnyy
768,7.8125,40.0875,0.1890,0.1026,6,,
769,13.2125,32.8125,0.1677,0.0441,7,,
770,39.7375,116.9875,0.2303,0.0489,5,,
771,-25.4375,-42.7625,0.1597,0.0375,6,,
772,35.7875,43.2625,0.1592,0.0297,8,,
773,40.3875,27.0375,0.2054,0.0338,7,İÇDAŞ Bekirli-2 power station,
774,30.5375,76.5875,0.1797,0.0424,6,RAJPURA TPP,
775,50.0125,8.2625,0.1683,0.0433,1,Kraftwerk Mainz;GuD-Anlage Rüsselsheim,Wiesbaden;Mainz
776,56.8375,35.9125,0.1696,0.0362,1,Tverskaya CHPP-3,Tver
777,47.7875,67.7375,0.1772,0.0339,7,Zhezkazgan power station,
778,7.4625,10.7625,0.0978,0.0538,2,,
779,22.4125,87.8625,0.1836,0.0516,7,KOLAGHAT,
780,23.9875,82.4125,0.1841,0.0571,2,MAHAN TPP,
781,-5.1875,-80.6875,0.1309,0.0662,10,,Piura
782,17.9625,-94.5125,0.1611,0.0466,2,,Minatitlán
783,20.8375,-97.2375,0.2115,0.0609,10,Tuxpan III y IV;Tuxpan II;Tuxpan V,
784,16.8875,-99.9125,0.1742,0.0800,7,,Acapulco de Juárez
785,50.4375,4.6875,0.1771,0.0346,2,,Namur
786,26.2375,73.0125,0.1678,0.0375,10,,Jodhpur
787,48.1375,17.1625,0.1143,0.0325,1,PPC Bratislava CCGT CHP Power Plant Slovakia,Bratislava;Petržalka
788,55.3125,52.0125,0.1495,0.0351,0,Zainskaya GRES,
789,-21.7375,147.9875,0.1661,0.0405,6,,
790,21.0875,77.9125,0.1216,0.0464,4,AMARAVATI TPP,
791,55.8375,51.9875,0.1679,0.0347,3,,
792,55.2875,85.6125,0.2917,0.0508,2,,
793,30.4625,117.2375,0.2176,0.0546,3,Shenhua Anqing power station,
794,-20.2625,-70.1125,0.1454,0.0657,10,,Iquique;Alto Hospicio
795,48.9625,24.6625,0.1432,0.0488,2,,Ivano-Frankivsk
796,41.5125,64.5875,0.1303,0.0192,8,,
797,31.7125,47.2625,0.1477,0.0351,6,,
798,26.9875,55.5125,0.1439,0.0512,7,,
799,-26.9125,150.7625,0.0962,0.0279,4,Kogan Creek,
800,30.0625,-94.0625,0.1337,0.0338,2,ExxonMobil Beaumont Refinery,Beaumont
801,29.2625,31.2125,0.1809,0.0373,9,Kuriemat 2;Kuriemat Solar/Thermal,
802,18.6375,-92.2625,0.1315,0.0334,2,Compañía de Nitrógeno de Cantarell,
803,52.4875,85.0875,0.1657,0.0316,4,Biysk CHPP-1,Biysk
804,15.3875,108.7875,0.0921,0.0640,3,,
805,24.8125,-107.4375,0.1472,0.0556,7,,Culiacán
806,48.7875,44.8125,0.1754,0.0267,7,Volzhskaya HPP 1;Volzhskaya CHPP-2,Volzhskiy
807,34.1375,118.7875,0.1747,0.0413,2,,Shuyangzha
808,50.4125,80.2125,0.1319,0.0231,4,,Semey
809,22.8875,-12.3125,0.1391,0.0224,12,,
810,50.0875,118.0875,0.1342,0.0226,3,TPPP PGGHO (Krasnokamenskaya TPP),
811,56.1125,47.2625,0.1666,0.0379,1,Cheboksary CHPP=2,Cheboksary;Novocheboksarsk
812,35.3125,103.1375,0.1609,0.0697,3,,
813,11.6375,-70.2125,0.1613,0.0279,9,Josefa Camejo;Punto Fijo,Punto Fijo
814,29.9375,30.8875,0.1591,0.0345,9,,Madīnat as Sādis min Uktūbar
815,-22.3875,119.7375,0.1475,0.0376,3,,
816,49.5875,36.5125,0.2063,0.0360,4,Zmiivska power station,
817,38.7625,-85.0375,0.1423,0.0301,2,Ghent,
818,16.1625,120.0875,0.1401,0.0643,2,Sual power station,
819,16.1875,75.2875,0.1331,0.0452,4,,
820,41.2875,27.5875,0.1273,0.0221,4,,
821,40.6875,30.7125,0.1445,0.0385,3,,
822,38.2125,-104.6125,0.1467,0.0307,8,Comanche (CO);Pueblo Airport Generating Station,Pueblo
823,36.2875,33.7375,0.1392,0.0381,5,,
824,46.0625,122.0625,0.1555,0.0239,7,Inner Mongolia Xingan power station,Ulanhot
825,57.0625,9.9625,0.1436,0.0313,1,Nordjylland power station,Aalborg
826,25.8375,-97.5125,0.1325,0.0311,3,Silas Ray,Heroica Matamoros
827,-11.6625,27.4875,0.1064,0.0498,2,,Lubumbashi
828,52.1625,10.4125,0.1520,0.0454,2,HKW-Mitte,Braunschweig;Salzgitter
829,40.7625,46.9875,0.1721,0.0457,6,Azerbaijan TPP,
830,34.4375,115.6125,0.0852,0.0419,1,,Shangqiu
831,13.5125,2.1125,0.1369,0.0399,9,,Niamey
832,38.1625,58.3875,0.0992,0.0465,6,,
833,32.0625,74.7875,0.0941,0.0330,4,,
834,24.7625,89.3625,0.0529,0.0201,0,,
835,34.7625,10.7125,0.1517,0.0303,10,Thyna 1,Sfax
836,-22.1375,117.8875,0.1239,0.0354,3,Solomon Iron Ore Mine,
837,50.8375,-1.0875,0.1226,0.0360,1,,Portsmouth
838,32.9375,3.2375,0.1196,0.0173,12,SPP1 Thermal,
839,11.5125,105.0875,0.0976,0.0353,5,,
840,55.4625,65.2625,0.1659,0.0351,3,Kurgan CHPP;Kurgan CHPP-2,Kurgan
841,48.5375,34.6375,0.1261,0.0282,4,,Kamianske
842,19.9875,73.8875,0.1512,0.0548,7,NASIK TPP  PH 1;NASIK,Nāsik
843,33.6375,-87.0625,0.1664,0.0394,6,James H Miller Jr;Gorgas (GPPD v1.2),
844,50.1375,30.7375,0.2491,0.0478,5,Trypilska,
845,20.6875,-101.3625,0.1364,0.0411,6,,Irapuato
846,36.8875,6.9125,0.1539,0.0341,4,SKS IPP SNC Lavalin;Skikda,Skikda
847,-22.5125,27.0375,0.1329,0.0326,4,Morpule,
848,20.9875,-97.3625,0.2487,0.0788,8,Adolfo López Mateos (Tuxpan),Túxpam de Rodríguez Cano
849,25.8875,71.3375,0.1256,0.0256,7,JALLIPPA KAPURDI TPP,
850,50.5625,26.2375,0.1464,0.0342,3,,Rivne
851,20.7125,76.8125,0.1161,0.0352,5,PARAS,
852,33.0625,-83.7875,0.1971,0.0504,5,Scherer;Smarr Energy Center,
853,-22.3125,-41.8875,0.1173,0.0341,0,Norte Fluminense,Macaé
854,41.6375,-87.1625,0.1660,0.0529,2,ArcelorMittal Burns Harbor;Gary Works,
855,24.2875,37.5875,0.1389,0.0297,9,,
856,46.7375,-122.8625,0.2298,0.0476,5,Transalta Centralia Generation;Chehalis Generating Facility,
857,37.7625,128.8375,0.1245,0.0600,1,Yeongdong,Gangneung
858,23.2375,111.5875,0.1751,0.0539,2,,
859,-9.6625,34.2875,0.1472,0.0812,2,,
860,23.1375,108.2375,0.1390,0.0591,2,,
861,15.5875,49.1375,0.1347,0.0400,9,,
862,51.7375,19.4875,0.1610,0.0370,2,EC Łódź-3;EC Łódź-4,Łódź
863,5.4375,100.6125,0.1691,0.0963,2,,
864,35.6125,-80.9625,0.1669,0.0334,5,Marshall (NC),
865,41.8875,-83.3375,0.1588,0.0346,2,Monroe (MI),
866,35.3375,60.2125,0.1317,0.0398,4,,
867,24.1375,81.9125,0.2039,0.0596,6,NIGRI,
868,51.4625,-111.7875,0.2036,0.0326,5,Sheerness,
869,30.7125,73.2375,0.1588,0.0467,7,Sahiwal,Sahiwal
870,39.7875,64.4375,0.1261,0.0213,12,,Bukhara;Kogon Shahri
871,24.8125,-112.0625,0.1423,0.0726,9,Gral. Agustín Olachea A. (Puerto San Carlos),
872,24.5625,116.1875,0.1738,0.0604,2,,
873,31.0125,112.2375,0.1197,0.0414,2,Guodian Jingmen power station;Huaneng Jingmen power station,Jiangjiafan
874,-31.5625,-53.6875,0.1608,0.0362,4,Presidente Médici  A  B;Candiota III,
875,34.8125,104.3875,0.1573,0.0418,3,,
876,35.9875,126.6375,0.1828,0.0372,8,Gunsan;Seagull power station;Saemangeum Ocise,Kunsan
877,44.5125,125.6375,0.1427,0.0239,2,,Dehui
878,9.5375,41.8625,0.1245,0.0653,6,,Dire Dawa
879,29.4875,-95.6375,0.1432,0.0358,3,W A Parish;Jack Fusco Energy Center;W.A. Parish Carbon Capture Plant,Sugar Land
880,48.6125,21.1875,0.1467,0.0291,4,,Košice
881,22.1875,84.5875,0.1264,0.0430,2,,
882,35.2875,-101.7375,0.1146,0.0387,4,Harrington;Nichols,Amarillo
883,26.2125,127.7125,0.1435,0.0482,4,,Naha;Urasoe
884,32.7625,73.1375,0.1372,0.0419,3,,
885,52.3125,18.2375,0.1175,0.0302,4,Pątnów I;Pątnów II;Konin,
886,49.3625,6.7375,0.1303,0.0333,3,Kraftwerk Ensdorf,
887,26.7625,-80.0875,0.1694,0.0643,7,Riviera,West Palm Beach
888,34.1375,-84.9125,0.1247,0.0301,2,Bowen,
889,20.5875,-101.1625,0.1265,0.0391,4,Salamanca;Pemex-Refinación  Ing. Antonio M. Amor,Salamanca
890,36.8875,-111.4125,0.2578,0.0528,9,Navajo (GPPD v1.2),
891,13.0875,-11.4125,0.1712,0.0555,7,,
892,52.0625,47.4375,0.1353,0.0292,4,,
893,26.4625,80.2875,0.1429,0.0349,7,PANKI (GPPD v1.2),Cawnpore
894,25.9375,49.6875,0.1373,0.0252,10,ABQ PP,
895,29.9125,75.2375,0.2026,0.0517,10,TALWANDI SABO,
896,24.6375,-101.6625,0.1294,0.0400,3,,
897,-6.2875,107.9375,0.1226,0.0453,6,PLTU Jawa Barat - Indramayu,
898,19.3625,56.4625,0.1464,0.0280,12,,
899,24.3125,78.1375,0.1449,0.0441,7,,
900,17.9875,-92.9375,0.1369,0.0524,3,,Villahermosa
901,51.7625,58.7875,0.1334,0.0228,3,Iriklinskaya,
902,38.5625,-90.8375,0.1211,0.0239,1,Labadie,
903,30.9625,-110.3375,0.1125,0.0241,1,,
904,19.4125,72.8875,0.1459,0.0936,5,,
905,24.2125,47.6625,0.1556,0.0286,11,,
906,11.5625,43.1375,0.1318,0.0360,7,Boulaos,Djibouti
907,-22.4375,-47.5375,0.1206,0.0396,2,,Rio Claro
908,31.1625,-112.8625,0.1272,0.0352,10,,
909,51.4875,31.2625,0.1570,0.0290,2,Chernihiv power station,Chernihiv
910,11.3625,35.8875,0.1645,0.0871,4,,
911,33.6625,46.3875,0.1215,0.0343,4,,
912,35.8875,14.4625,0.1561,0.0487,9,,
913,24.8625,53.6125,0.1469,0.0329,10,,
914,36.0875,4.7375,0.1452,0.0382,5,,Bordj Bou Arreridj
915,-26.5875,-66.1125,0.1358,0.0656,3,,
916,-22.6625,-47.6625,0.1307,0.0380,3,,Piracicaba
917,-23.3875,-51.9125,0.1474,0.0401,3,,Maringá
918,37.9875,-90.0875,0.1571,0.0282,3,,
919,23.4375,68.7125,0.1354,0.0264,7,,
920,-14.2375,-41.7125,0.0979,0.0413,0,,
921,31.0625,30.4375,0.1084,0.0230,5,Damanhour,Damanhūr
922,18.0375,-63.0875,0.1422,0.0451,4,,
923,17.1375,-61.7875,0.1556,0.0439,5,,
924,32.7375,116.6625,0.1281,0.0294,2,Huainan Tianji power station;Huainan Fengtai power station;Huainan Guqiao power station;Pansan power station,
925,44.4625,12.2125,0.1442,0.0384,3,PORTO CORSINI,Ravenna
926,23.6625,113.2375,0.2174,0.0591,6,,
927,38.8625,-84.2375,0.0920,0.0257,0,W H Zimmer,
928,35.3375,1.3625,0.1464,0.0326,10,Tiaret,Tiaret
929,-6.7625,108.6125,0.1195,0.0466,4,PLTU Cirebon,Cirebon
930,54.4625,61.2375,0.1484,0.0292,2,Yuzhnouralskaya 2,
931,41.5625,60.6375,0.1205,0.0218,6,,Urganch
932,25.3875,49.5875,0.1151,0.0207,10,,Al Hufūf;Al Mubarraz
933,27.1625,78.3625,0.1254,0.0292,6,,Fīrozābād
934,13.1625,74.8125,0.1654,0.0649,6,UDUPI TPP,
935,51.7625,36.1875,0.1422,0.0317,2,TPP Quadra,Kursk
936,34.3125,-109.1625,0.1285,0.0644,5,Springerville,
937,29.3875,-94.9375,0.1385,0.0365,1,Green Power 2;Texas City Power Plant;Bacliff;Power Station 4,Texas City
938,50.8625,115.7125,0.1461,0.0275,4,Kharanorskaya,
939,24.0375,-104.6625,0.1304,0.0732,5,,Durango
940,45.4625,12.2375,0.1930,0.0532,4,Andrea Palladio power station (FUSINA);LEVANTE;AZOTATI,Venice
941,56.7625,36.7375,0.0776,0.0277,3,Konakovskaya,
942,31.6625,74.8875,0.1328,0.0369,5,,Amritsar
943,42.3125,-96.3875,0.1544,0.0248,5,George Neal South;George Neal North,
944,37.9125,139.0625,0.1722,0.0450,3,,Niigata
945,41.8625,78.1875,0.1426,0.0655,4,,
946,19.7125,79.1875,0.1765,0.0616,7,,
947,30.9625,20.1125,0.1369,0.0213,10,Zuenita,
948,34.7625,114.2875,0.1557,0.0559,3,,Huanglongsi;Kaifeng Chengguanzhen
949,-22.5375,-64.9625,0.1535,0.0842,1,,
950,44.2875,-105.3875,0.1132,0.0376,5,Dry Fork Station;Wyodak;Neil Simpson II;Wygen III,
951,29.6625,-98.1875,0.1099,0.0242,3,Guadalupe Generating Station,
952,49.8875,-97.1625,0.1619,0.0311,4,,Winnipeg
953,-22.0625,148.2875,0.1397,0.0365,4,,
954,40.5875,-89.6625,0.1030,0.0247,1,Powerton;E D Edwards,
955,36.5625,-118.1875,0.1066,0.0367,2,,
956,50.6375,3.1125,0.1661,0.0388,4,,Lille
957,25.4875,85.7625,0.1334,0.0347,4,BARH STPP II,
958,34.5875,-113.2125,0.1146,0.0376,7,,
959,51.2375,51.3875,0.1155,0.0188,2,,Oral
960,49.1625,16.5875,0.1249,0.0307,1,,Brno
961,46.8375,74.9375,0.1033,0.0288,5,,
962,37.3125,-77.2875,0.1201,0.0253,2,Chesterfield;Hopewell Cogeneration,
963,27.6625,103.4125,0.1247,0.0498,2,,
964,22.7375,79.9125,0.1361,0.0429,9,SEIONI TPP,
965,41.7375,-108.7625,0.1242,0.0548,8,Jim Bridger,
966,31.6625,-8.0375,0.1343,0.0371,10,,Marrakech
967,42.1125,-104.8875,0.1230,0.0240,3,Laramie River Station,
968,22.0625,-98.8625,0.1136,0.0485,3,Termoeléctrica Peñoles;Termoeléctrica del Golfo,
969,-23.3625,119.6875,0.1062,0.0317,2,Newman Iron Ore Mine,
970,30.0625,-90.6375,0.1350,0.0366,5,,
971,33.8125,113.4375,0.1435,0.0469,3,,
972,53.7125,86.8625,0.1880,0.0738,2,,
973,22.8375,89.5625,0.0899,0.0281,3,Khulna (KPCL-2),Khulna
974,-9.3625,-40.4875,0.0671,0.0239,0,Petrolina,Petrolina;Juazeiro
975,43.5125,123.4625,0.1543,0.0206,5,Shuangliao West power station,Zhengjiatun
976,47.4125,8.5625,0.1713,0.0380,4,,Zürich
977,41.3375,-91.0875,0.1121,0.0227,3,Louisa;Muscatine Plant #1,
978,50.0875,43.2375,0.1505,0.0291,5,,
979,36.1625,5.6625,0.1178,0.0579,5,,El Eulma
980,22.7375,75.8875,0.1618,0.0501,9,,Indore
981,38.0125,114.9875,0.1362,0.0356,2,,
982,38.6875,39.2375,0.0909,0.0445,1,,Elazığ
983,-29.8625,-51.3875,0.1466,0.0581,2,,
984,48.7625,39.2625,0.0957,0.0221,4,Luhanska,
985,28.2875,35.2125,0.0973,0.0385,6,,
986,26.5375,-78.7625,0.1402,0.0413,8,,
987,-31.4125,-69.2875,0.1103,0.0490,2,,
988,45.0625,41.9875,0.1368,0.0331,3,,Stavropol
