# Catalog of NOx point sources v2.0
# 
# Contact: steffen.beirle@mpic.de
# 
# Covered time range: May 2018 to Nov 2021 
# Used datasets:
# - TROPOMI NO2 measurements: https://data-portal.s5p-pal.com/products/no2.html
# - ERA5 wind fields: https://www.ecmwf.int/en/forecasts/datasets/reanalysis-datasets/era5
# - Global power plant database (GPPD): https://datasets.wri.org/dataset/globalpowerplantdatabase
# - World cities database (WCD): https://simplemaps.com/data/world-cities
# 
# Version 2 of the catalog provides a fundamental update compared to version 1.
# Several improvements have been implemented resulting in generally higher and
# more realistic emissions.
# A detailed description of the dataset is to be submitted to ESSD.
# 
# Data:
# Column 1: Rank of NOx point source
# Column 2: Latitude [degree North] of point source
# Column 3: Longitude [degree East] of point source
# Column 4: NOx emissions [kg/s]
# Column 5: NOx emissions error [kg/s]
# Column 6: Number of months (within the considered time range)
#           where significant emissions could be detected.
# Column 7: Combustion power plants above 100 MW within 15 km
#           as listed in GPPD, separated by semicolon.
#           Spelling exactly as in GPPD.
#           No entry if no match to GPPD was found.
#           Primarily based on GPPD v1.3, 
#           but extended by entries from v1.2 if missing in 1.3
#           (labelled as "v1.2")
# Column 8: Cities with more than 100,000 inhabitants within 15 km
#           as listed in WCD, separated by semicolon.
#           Spelling exactly as in WCD.
#           No entry if no match to WCD was found.
rank,lat,lon,E,err,months_significant,power_plants,cities
613,50.7375,17.8625,0.1920,0.0256,16,Opole,Opole
614,24.9125,89.9875,0.1915,0.0559,9,,Jamālpur
615,-7.1625,29.9875,0.1915,0.1024,7,,
616,62.0375,129.7625,0.1912,0.0351,12,Yakutsk SDPP;Yakutsk SDPP-2,Yakutsk
617,-19.5375,-44.0625,0.1908,0.0570,11,,
618,-26.6125,-65.8125,0.1908,0.0890,11,,
619,53.8125,-113.0875,0.1905,0.0277,6,Scotford (Shell);Fort Saskatchewan (TransAlta),
620,34.3375,-116.8625,0.1904,0.0624,30,,
621,21.6875,72.6125,0.1904,0.0481,34,DGEN MEGA CCCP,
622,24.7875,78.6625,0.1892,0.0499,22,LALITPUR TPP,
623,2.0375,45.3125,0.1892,0.0660,30,,Mogadishu
624,47.3625,-101.8375,0.1892,0.0236,24,Antelope Valley,
625,51.1875,12.3625,0.1889,0.0306,17,Braunkohlekraftwerk Lippendorf;Lippendorf power station,
626,66.0875,76.8125,0.1889,0.0314,9,,Novyy Urengoy
627,56.1375,101.6125,0.1889,0.0417,11,Thermal Power Station 11,Bratsk
628,51.0125,2.3125,0.1878,0.0419,15,DK6,
629,12.1375,-68.9125,0.1866,0.0397,14,,Willemstad
630,-26.7625,28.5125,0.1866,0.0407,8,Grootvlei power station,
631,10.4625,106.4875,0.1864,0.0522,7,,Tân An
632,47.3625,-101.1375,0.1864,0.0342,18,Coal Creek,
633,9.4375,38.3625,0.1855,0.0887,10,,
634,34.1125,112.7875,0.1852,0.0382,6,Pingdingshan Ruiping power station,Meishan
635,24.7125,102.1375,0.1852,0.0579,10,,
636,44.0875,10.1625,0.1850,0.0436,8,,
637,-30.5875,150.1375,0.1849,0.0329,19,,
638,-18.8875,-48.2625,0.1849,0.0478,14,,Uberlândia
639,46.3625,48.0625,0.1848,0.0188,29,Astrakhanskaya CHPP-2;Central boiler-house [Astrakhan];Astrakhanskaya GRES,Astrakhan
640,19.2375,109.0125,0.1847,0.0373,9,,
641,19.3375,-96.7125,0.1845,0.0863,10,,
642,30.7125,50.0875,0.1842,0.0429,30,,
643,39.2875,-84.4875,0.1839,0.0268,10,Hamilton (OH),
644,18.1375,-15.9625,0.1836,0.0401,42,,Nouakchott
645,7.9125,6.4375,0.1832,0.0882,11,,
646,51.6875,4.6125,0.1830,0.0248,10,,Dordrecht
647,54.4625,45.8625,0.1830,0.0245,10,,
648,36.5875,116.2125,0.1827,0.0334,11,Xinyuan Aluminum power station;Chiping Xinfa power station;Xinfa Xiwang power station,
649,-20.6125,116.7875,0.1827,0.0352,40,Burrup Peninsula (Karratha Gas Plant);Burrup Peninsula (Pluto Phase 1);Dampier,
650,25.4125,98.8125,0.1826,0.0655,10,,
651,23.9875,79.3875,0.1825,0.0479,24,,
652,27.8125,-97.4625,0.1822,0.0314,31,Nueces Bay;Corpus Christi Energy Center,Corpus Christi
653,39.8625,26.2625,0.1817,0.0194,29,,
654,35.6375,138.4375,0.1816,0.0365,13,,Kōfu
655,28.9375,-110.8125,0.1816,0.0395,33,Hermosillo,
656,45.3625,-93.8875,0.1813,0.0220,15,Sherburne County,
657,22.2375,-97.8375,0.1812,0.0520,34,Pemex-Refinación  Refinería Francisco I. Madero,Tampico;Ciudad Madero;Miramar
658,49.4875,0.1875,0.1812,0.0287,11,HAVRE 4,Le Havre
659,31.4375,73.0875,0.1810,0.0445,30,,Faisalabad
660,21.5875,96.2375,0.1807,0.0638,15,,
661,2.9125,-60.7375,0.1805,0.0715,10,,Boa Vista
662,21.7125,108.6375,0.1805,0.0381,16,SDIC Qinzhou power station;Jingui Mill power station,
663,19.1125,41.1625,0.1804,0.0517,43,TIHAMA,
664,35.2375,115.5375,0.1802,0.0357,7,Heze power station;Heze Huarun power station,Heze
665,54.6625,83.6125,0.1801,0.0254,6,,
666,4.0125,103.3625,0.1801,0.0666,11,,
667,24.5625,74.8125,0.1800,0.0487,17,,
668,44.5125,18.6125,0.1800,0.0577,11,Tuzla CHP Power Plant Bosnia and Herzegovina,Tuzla
669,49.8125,24.0125,0.1797,0.0264,9,,Lviv
670,33.4375,43.2875,0.1797,0.0271,42,,Ar Ramādī
671,40.3125,-79.8875,0.1797,0.0278,9,,
672,4.9875,-1.6875,0.1796,0.0774,12,Takoradi 1,Sekondi
673,39.5625,-92.6375,0.1794,0.0212,19,Thomas Hill,
674,20.9375,-89.6625,0.1792,0.0434,8,Mérida III;Mérida II,Mérida;Kanasín
675,-28.1625,-69.5625,0.1792,0.0617,15,,
676,38.5875,114.9375,0.1788,0.0315,14,Dingzhou power station,Dingzhou
677,41.0875,80.1375,0.1787,0.0435,13,Aksu Xuzhou power station,Aksu
678,47.0375,28.8625,0.1786,0.0288,22,CHP CET-2  Chisinau,Chisinau
679,36.7375,29.4875,0.1784,0.0691,10,,
680,24.5625,81.1875,0.1783,0.0513,20,,
681,-9.8625,34.4125,0.1779,0.0800,10,,
682,30.3125,-91.2125,0.1778,0.0319,11,Plaquemine Cogeneration Plant;LaO Energy Systems;Axiall Plaquemine;Willow Glen (GPPD v1.2),
683,36.7875,-108.4375,0.1778,0.0279,34,Four Corners;San Juan,
684,-22.4875,119.9625,0.1774,0.0464,23,,
685,-22.4375,148.4375,0.1772,0.0402,23,,
686,29.7625,116.2875,0.1768,0.0383,16,Shenhua Jiujiang power station,
687,44.9375,23.1375,0.1768,0.0347,8,Rovinari power station,
688,58.5875,49.6125,0.1765,0.0227,11,Kirov TPP-5;Kirov CHPP-3,Kirov
689,46.1625,53.4125,0.1764,0.0298,33,,
690,32.1375,74.1625,0.1762,0.0436,30,,Gujranwala
691,35.3125,33.4375,0.1762,0.0328,31,,
692,45.7875,15.9625,0.1762,0.0309,14,Zagreb Te-To CHP Power Plant Croatia,Zagreb
693,32.9375,115.8375,0.1761,0.0300,12,Fuyang power station,Fuyang
694,44.7375,21.1875,0.1761,0.0284,22,TE KOSTOLAC B;TE KOSTOLAC A,
695,37.2875,38.7125,0.1755,0.0296,33,,Karaköprü
696,33.8125,-116.5625,0.1751,0.0501,31,Sentinel Energy Center  LLC;Indigo Energy Facility,
697,36.3125,43.7625,0.1749,0.0434,27,,
698,37.0875,37.3625,0.1748,0.0626,26,,Gaziantep
699,22.2125,-102.2125,0.1744,0.0908,20,,
700,41.4375,119.5875,0.1743,0.0306,15,,
701,38.3625,-87.7625,0.1740,0.0256,21,Gibson,
702,23.2625,114.3375,0.1740,0.0485,10,,
703,12.1375,15.0125,0.1740,0.0484,37,,N’Djamena;Kousséri
704,31.6875,73.2125,0.1739,0.0432,24,,
705,37.0125,35.3125,0.1734,0.0554,27,,Adana
706,16.6875,102.7375,0.1730,0.0493,19,Nam Phom,
707,34.0375,42.4125,0.1729,0.0233,35,,
708,39.5375,54.3875,0.1712,0.0356,34,Balkanabat OCGT Power Plant Turkmenistan,
709,23.8125,120.1875,0.1708,0.0635,28,Mailao,
710,7.3375,3.8625,0.1703,0.0777,9,,Ibadan
711,49.0125,33.6625,0.1699,0.0235,17,,
712,36.1375,1.2625,0.1699,0.0395,25,,Chlef
713,24.7375,116.2125,0.1699,0.0421,6,,
714,39.8875,48.9375,0.1698,0.0299,20,Janub,
715,4.5875,103.4375,0.1696,0.0639,8,Paka;YTL Paka,
716,34.9875,5.7125,0.1694,0.0341,39,,
717,-34.1625,-58.9625,0.1694,0.0263,13,,
718,23.0875,109.6375,0.1692,0.0434,10,Huadian Guigang power station,Guigang
719,50.5375,17.9625,0.1688,0.0288,12,,
720,41.6375,27.5375,0.1682,0.0338,16,,
721,37.9125,27.8375,0.1682,0.0340,26,,Aydın
722,27.6625,76.1375,0.1678,0.0444,28,,
723,10.5375,7.4375,0.1670,0.0576,18,,Kaduna
724,29.8125,31.2875,0.1668,0.0279,19,Cairo South;El-Tebeen,Ḩalwān
725,31.3875,49.6625,0.1665,0.0551,34,,
726,19.9625,72.7625,0.1653,0.0494,26,DHANU,
727,-37.9875,-57.6125,0.1652,0.0371,6,MAR DEL PLATA (9 DE JULIO),Mar del Plata
728,39.5625,29.8875,0.1650,0.0813,21,Seyitömer power station,
729,25.0625,101.5125,0.1648,0.0449,6,,Chuxiong;Dongguazhen
730,30.8125,111.7875,0.1647,0.0441,8,,Dangyang
731,50.3875,13.3125,0.1645,0.0315,7,Tusimice power station;Prunerov,
732,49.4375,11.0625,0.1641,0.0285,6,Franken 1;HKW Sandreuth,Nuremberg;Fürth
733,52.4375,30.9375,0.1640,0.0291,12,Gomel-2 CHP Power Plant Belarus,Homyel’
734,23.0875,-82.3375,0.1639,0.0471,19,Havana TPP,Havana;Arroyo Naranjo;Centro Habana;Guanabacoa
735,34.1625,50.3875,0.1638,0.0538,13,,
736,19.5625,-92.2125,0.1635,0.0419,31,,
737,28.5125,102.0625,0.1635,0.0542,11,,
738,10.2625,104.6125,0.1630,0.0474,16,,
739,47.0625,-101.2125,0.1630,0.0256,22,Milton R Young,
740,20.3875,72.9375,0.1628,0.0451,28,,
741,31.2375,32.2875,0.1616,0.0294,32,,Port Said
742,54.6875,29.1375,0.1615,0.0307,11,Lukoml Thermal Power Plant Belarus,
743,42.3125,59.5625,0.1615,0.0180,34,Takhiatash,
744,41.0875,-101.1375,0.1615,0.0216,29,Gerald Gentleman,
745,35.5125,68.2125,0.1615,0.0619,11,,
746,53.1125,8.7125,0.1613,0.0218,8,Hafen power station;KW Mittelsbüren;Hastedt power station,Bremen
747,53.6875,23.8625,0.1610,0.0400,9,Grodno CHP-2 Power Plant Belarus,Hrodna
748,32.7375,117.3125,0.1606,0.0371,18,,
749,50.0625,-110.7125,0.1605,0.0164,21,,
750,17.8875,-93.1625,0.1604,0.0447,13,Pemex-Gas y Petroquímica Básica  Complejo Procesador de Gas Nuevo Pemex;Pemex-Gas y Petroquímica Básica  Complejo Procesador de Gas Cactus,
751,44.6625,41.9375,0.1604,0.0233,17,Nevinnomysskya,Nevinnomyssk
752,29.1625,74.0125,0.1604,0.0355,28,SURATGARH,
753,37.8375,140.9125,0.1601,0.0281,12,Shinchi power station,
754,16.7125,79.6875,0.1600,0.0494,16,,
755,36.1625,-5.4125,0.1599,0.0384,24,CCC BAHIA DE ALGECIRAS;SAN ROQUE GRUPO 2;CAMPO DE GIBRALTAR GRUPO 20;BAHIA DE ALGECIRAS I;LOS BARRIOS,Gibraltar;Algeciras
756,-14.9375,13.5125,0.1594,0.0605,16,,Lubango
757,56.1125,44.1375,0.1593,0.0357,8,,
758,25.5125,78.7625,0.1592,0.0383,23,PARICHA,
759,36.9125,7.7125,0.1590,0.0408,16,,Annaba
760,48.1625,33.5375,0.1588,0.0257,16,,
761,15.6375,43.9125,0.1587,0.0606,23,,
762,43.4625,43.6125,0.1587,0.0542,9,,Nalchik
763,44.9375,34.1375,0.1585,0.0231,12,,Simferopol
764,24.5375,76.1125,0.1583,0.0393,18,KALISINDH,
765,39.9625,-76.7875,0.1580,0.0239,12,Pixelle Specialty Solutions LLC - Spring Grove Facility,York
766,-5.0625,-42.7625,0.1580,0.0603,8,,Teresina;Timon
767,52.9875,63.1375,0.1578,0.0193,16,,Rudnyy
768,7.8125,40.0875,0.1577,0.0874,11,,
769,13.2125,32.8125,0.1574,0.0379,21,,
770,39.7375,116.9875,0.1574,0.0235,17,,
771,-25.4375,-42.7625,0.1573,0.0336,15,,
772,35.7875,43.2625,0.1572,0.0273,29,,
773,40.3875,27.0375,0.1572,0.0251,17,İÇDAŞ Bekirli-2 power station,
774,30.5375,76.5875,0.1571,0.0335,24,RAJPURA TPP,
775,50.0125,8.2625,0.1571,0.0319,6,Kraftwerk Mainz;GuD-Anlage Rüsselsheim,Wiesbaden;Mainz
776,56.8375,35.9125,0.1569,0.0288,8,Tverskaya CHPP-3,Tver
777,47.7875,67.7375,0.1565,0.0252,27,Zhezkazgan power station,
778,7.4625,10.7625,0.1560,0.0748,8,,
779,22.4125,87.8625,0.1551,0.0392,19,KOLAGHAT,
780,23.9875,82.4125,0.1546,0.0439,17,MAHAN TPP,
781,-5.1875,-80.6875,0.1546,0.0771,40,,Piura
782,17.9625,-94.5125,0.1542,0.0386,9,,Minatitlán
783,20.8375,-97.2375,0.1542,0.0427,27,Tuxpan III y IV;Tuxpan II;Tuxpan V,
784,16.8875,-99.9125,0.1541,0.0661,20,,Acapulco de Juárez
785,50.4375,4.6875,0.1540,0.0197,10,,Namur
786,26.2375,73.0125,0.1538,0.0312,36,,Jodhpur
787,48.1375,17.1625,0.1536,0.0266,11,PPC Bratislava CCGT CHP Power Plant Slovakia,Bratislava;Petržalka
788,55.3125,52.0125,0.1533,0.0213,6,Zainskaya GRES,
789,-21.7375,147.9875,0.1525,0.0319,19,,
790,21.0875,77.9125,0.1524,0.0488,15,AMARAVATI TPP,
791,55.8375,51.9875,0.1524,0.0171,9,,
792,55.2875,85.6125,0.1524,0.0209,6,,
793,30.4625,117.2375,0.1518,0.0375,9,Shenhua Anqing power station,
794,-20.2625,-70.1125,0.1518,0.0660,34,,Iquique;Alto Hospicio
795,48.9625,24.6625,0.1514,0.0377,8,,Ivano-Frankivsk
796,41.5125,64.5875,0.1512,0.0231,33,,
797,31.7125,47.2625,0.1509,0.0306,24,,
798,26.9875,55.5125,0.1509,0.0487,24,,
799,-26.9125,150.7625,0.1509,0.0299,22,Kogan Creek,
800,30.0625,-94.0625,0.1507,0.0276,12,ExxonMobil Beaumont Refinery,Beaumont
801,29.2625,31.2125,0.1506,0.0318,24,Kuriemat 2;Kuriemat Solar/Thermal,
802,18.6375,-92.2625,0.1505,0.0332,13,Compañía de Nitrógeno de Cantarell,
803,52.4875,85.0875,0.1497,0.0203,11,Biysk CHPP-1,Biysk
804,15.3875,108.7875,0.1495,0.0867,12,,
805,24.8125,-107.4375,0.1493,0.0532,23,,Culiacán
806,48.7875,44.8125,0.1487,0.0222,21,Volzhskaya HPP 1;Volzhskaya CHPP-2,Volzhskiy
807,34.1375,118.7875,0.1486,0.0299,8,,Shuyangzha
808,50.4125,80.2125,0.1483,0.0196,20,,Semey
809,22.8875,-12.3125,0.1482,0.0220,42,,
810,50.0875,118.0875,0.1481,0.0186,10,TPPP PGGHO (Krasnokamenskaya TPP),
811,56.1125,47.2625,0.1479,0.0239,7,Cheboksary CHPP=2,Cheboksary;Novocheboksarsk
812,35.3125,103.1375,0.1475,0.0610,7,,
813,11.6375,-70.2125,0.1470,0.0223,23,Josefa Camejo;Punto Fijo,Punto Fijo
814,29.9375,30.8875,0.1469,0.0354,32,,Madīnat as Sādis min Uktūbar
815,-22.3875,119.7375,0.1468,0.0341,15,,
816,49.5875,36.5125,0.1468,0.0229,9,Zmiivska power station,
817,38.7625,-85.0375,0.1467,0.0246,8,Ghent,
818,16.1625,120.0875,0.1464,0.0566,10,Sual power station,
819,16.1875,75.2875,0.1464,0.0467,17,,
820,41.2875,27.5875,0.1463,0.0199,19,,
821,40.6875,30.7125,0.1462,0.0426,10,,
822,38.2125,-104.6125,0.1460,0.0257,26,Comanche (CO);Pueblo Airport Generating Station,Pueblo
823,36.2875,33.7375,0.1460,0.0319,26,,
824,46.0625,122.0625,0.1459,0.0190,15,Inner Mongolia Xingan power station,Ulanhot
825,57.0625,9.9625,0.1458,0.0222,6,Nordjylland power station,Aalborg
826,25.8375,-97.5125,0.1456,0.0309,19,Silas Ray,Heroica Matamoros
827,-11.6625,27.4875,0.1456,0.0639,13,,Lubumbashi
828,52.1625,10.4125,0.1456,0.0286,8,HKW-Mitte,Braunschweig;Salzgitter
829,40.7625,46.9875,0.1454,0.0301,19,Azerbaijan TPP,
830,34.4375,115.6125,0.1450,0.0311,8,,Shangqiu
831,13.5125,2.1125,0.1446,0.0361,32,,Niamey
832,38.1625,58.3875,0.1442,0.0484,27,,
833,32.0625,74.7875,0.1441,0.0377,19,,
834,24.7625,89.3625,0.1440,0.0431,11,,
835,34.7625,10.7125,0.1437,0.0306,36,Thyna 1,Sfax
836,-22.1375,117.8875,0.1435,0.0366,14,Solomon Iron Ore Mine,
837,50.8375,-1.0875,0.1433,0.0251,6,,Portsmouth
838,32.9375,3.2375,0.1433,0.0192,43,SPP1 Thermal,
839,11.5125,105.0875,0.1433,0.0480,12,,
840,55.4625,65.2625,0.1430,0.0191,7,Kurgan CHPP;Kurgan CHPP-2,Kurgan
841,48.5375,34.6375,0.1426,0.0204,14,,Kamianske
842,19.9875,73.8875,0.1419,0.0480,22,NASIK TPP  PH 1;NASIK,Nāsik
843,33.6375,-87.0625,0.1418,0.0277,12,James H Miller Jr;Gorgas (GPPD v1.2),
844,50.1375,30.7375,0.1417,0.0285,10,Trypilska,
845,20.6875,-101.3625,0.1416,0.0368,17,,Irapuato
846,36.8875,6.9125,0.1415,0.0300,19,SKS IPP SNC Lavalin;Skikda,Skikda
847,-22.5125,27.0375,0.1415,0.0294,17,Morpule,
848,20.9875,-97.3625,0.1414,0.0430,17,Adolfo López Mateos (Tuxpan),Túxpam de Rodríguez Cano
849,25.8875,71.3375,0.1412,0.0253,33,JALLIPPA KAPURDI TPP,
850,50.5625,26.2375,0.1412,0.0310,11,,Rivne
851,20.7125,76.8125,0.1409,0.0394,20,PARAS,
852,33.0625,-83.7875,0.1407,0.0323,10,Scherer;Smarr Energy Center,
853,-22.3125,-41.8875,0.1407,0.0324,10,Norte Fluminense,Macaé
854,41.6375,-87.1625,0.1406,0.0534,6,ArcelorMittal Burns Harbor;Gary Works,
855,24.2875,37.5875,0.1403,0.0329,34,,
856,46.7375,-122.8625,0.1403,0.0259,10,Transalta Centralia Generation;Chehalis Generating Facility,
857,37.7625,128.8375,0.1395,0.0479,8,Yeongdong,Gangneung
858,23.2375,111.5875,0.1393,0.0379,7,,
859,-9.6625,34.2875,0.1392,0.0689,9,,
860,23.1375,108.2375,0.1383,0.0438,8,,
861,15.5875,49.1375,0.1382,0.0385,35,,
862,51.7375,19.4875,0.1381,0.0258,7,EC Łódź-3;EC Łódź-4,Łódź
863,5.4375,100.6125,0.1381,0.0761,6,,
864,35.6125,-80.9625,0.1381,0.0233,10,Marshall (NC),
865,41.8875,-83.3375,0.1379,0.0238,9,Monroe (MI),
866,35.3375,60.2125,0.1379,0.0420,20,,
867,24.1375,81.9125,0.1377,0.0358,18,NIGRI,
868,51.4625,-111.7875,0.1376,0.0164,9,Sheerness,
869,30.7125,73.2375,0.1375,0.0337,26,Sahiwal,Sahiwal
870,39.7875,64.4375,0.1371,0.0220,40,,Bukhara;Kogon Shahri
871,24.8125,-112.0625,0.1370,0.0768,26,Gral. Agustín Olachea A. (Puerto San Carlos),
872,24.5625,116.1875,0.1368,0.0400,6,,
873,31.0125,112.2375,0.1364,0.0334,9,Guodian Jingmen power station;Huaneng Jingmen power station,Jiangjiafan
874,-31.5625,-53.6875,0.1362,0.0279,8,Presidente Médici  A  B;Candiota III,
875,34.8125,104.3875,0.1360,0.0361,10,,
876,35.9875,126.6375,0.1360,0.0247,17,Gunsan;Seagull power station;Saemangeum Ocise,Kunsan
877,44.5125,125.6375,0.1357,0.0167,10,,Dehui
878,9.5375,41.8625,0.1356,0.0624,19,,Dire Dawa
879,29.4875,-95.6375,0.1355,0.0298,10,W A Parish;Jack Fusco Energy Center;W.A. Parish Carbon Capture Plant,Sugar Land
880,48.6125,21.1875,0.1354,0.0255,11,,Košice
881,22.1875,84.5875,0.1353,0.0400,10,,
882,35.2875,-101.7375,0.1352,0.0454,25,Harrington;Nichols,Amarillo
883,26.2125,127.7125,0.1352,0.0420,10,,Naha;Urasoe
884,32.7625,73.1375,0.1351,0.0416,13,,
885,52.3125,18.2375,0.1351,0.0236,13,Pątnów I;Pątnów II;Konin,
886,49.3625,6.7375,0.1350,0.0237,10,Kraftwerk Ensdorf,
887,26.7625,-80.0875,0.1347,0.0495,20,Riviera,West Palm Beach
888,34.1375,-84.9125,0.1347,0.0258,8,Bowen,
889,20.5875,-101.1625,0.1347,0.0361,17,Salamanca;Pemex-Refinación  Ing. Antonio M. Amor,Salamanca
890,36.8875,-111.4125,0.1346,0.0248,17,Navajo (GPPD v1.2),
891,13.0875,-11.4125,0.1345,0.0412,18,,
892,52.0625,47.4375,0.1344,0.0207,13,,
893,26.4625,80.2875,0.1343,0.0293,19,PANKI (GPPD v1.2),Cawnpore
894,25.9375,49.6875,0.1340,0.0257,34,ABQ PP,
895,29.9125,75.2375,0.1339,0.0292,23,TALWANDI SABO,
896,24.6375,-101.6625,0.1337,0.0405,13,,
897,-6.2875,107.9375,0.1336,0.0466,18,PLTU Jawa Barat - Indramayu,
898,19.3625,56.4625,0.1331,0.0244,43,,
899,24.3125,78.1375,0.1331,0.0371,20,,
900,17.9875,-92.9375,0.1330,0.0442,9,,Villahermosa
901,51.7625,58.7875,0.1329,0.0148,12,Iriklinskaya,
902,38.5625,-90.8375,0.1328,0.0181,9,Labadie,
903,30.9625,-110.3375,0.1321,0.0227,17,,
904,19.4125,72.8875,0.1320,0.0768,19,,
905,24.2125,47.6625,0.1319,0.0234,39,,
906,11.5625,43.1375,0.1319,0.0362,29,Boulaos,Djibouti
907,-22.4375,-47.5375,0.1317,0.0350,8,,Rio Claro
908,31.1625,-112.8625,0.1316,0.0304,41,,
909,51.4875,31.2625,0.1316,0.0190,6,Chernihiv power station,Chernihiv
910,11.3625,35.8875,0.1314,0.0722,10,,
911,33.6625,46.3875,0.1314,0.0374,20,,
912,35.8875,14.4625,0.1313,0.0415,26,,
913,24.8625,53.6125,0.1311,0.0304,29,,
914,36.0875,4.7375,0.1308,0.0303,17,,Bordj Bou Arreridj
915,-26.5875,-66.1125,0.1306,0.0597,9,,
916,-22.6625,-47.6625,0.1305,0.0327,11,,Piracicaba
917,-23.3875,-51.9125,0.1305,0.0284,10,,Maringá
918,37.9875,-90.0875,0.1304,0.0198,12,,
919,23.4375,68.7125,0.1303,0.0239,25,,
920,-14.2375,-41.7125,0.1301,0.0437,7,,
921,31.0625,30.4375,0.1300,0.0230,26,Damanhour,Damanhūr
922,18.0375,-63.0875,0.1299,0.0402,7,,
923,17.1375,-61.7875,0.1298,0.0318,10,,
924,32.7375,116.6625,0.1298,0.0230,12,Huainan Tianji power station;Huainan Fengtai power station;Huainan Guqiao power station;Pansan power station,
925,44.4625,12.2125,0.1298,0.0293,11,PORTO CORSINI,Ravenna
926,23.6625,113.2375,0.1295,0.0331,11,,
927,38.8625,-84.2375,0.1294,0.0221,6,W H Zimmer,
928,35.3375,1.3625,0.1294,0.0281,26,Tiaret,Tiaret
929,-6.7625,108.6125,0.1294,0.0490,13,PLTU Cirebon,Cirebon
930,54.4625,61.2375,0.1293,0.0167,9,Yuzhnouralskaya 2,
931,41.5625,60.6375,0.1292,0.0195,25,,Urganch
932,25.3875,49.5875,0.1291,0.0192,35,,Al Hufūf;Al Mubarraz
933,27.1625,78.3625,0.1289,0.0286,19,,Fīrozābād
934,13.1625,74.8125,0.1289,0.0470,16,UDUPI TPP,
935,51.7625,36.1875,0.1289,0.0198,8,TPP Quadra,Kursk
936,34.3125,-109.1625,0.1289,0.0489,19,Springerville,
937,29.3875,-94.9375,0.1287,0.0395,10,Green Power 2;Texas City Power Plant;Bacliff;Power Station 4,Texas City
938,50.8625,115.7125,0.1281,0.0180,11,Kharanorskaya,
939,24.0375,-104.6625,0.1278,0.0729,20,,Durango
940,45.4625,12.2375,0.1276,0.0361,10,Andrea Palladio power station (FUSINA);LEVANTE;AZOTATI,Venice
941,56.7625,36.7375,0.1274,0.0256,7,Konakovskaya,
942,31.6625,74.8875,0.1273,0.0339,16,,Amritsar
943,42.3125,-96.3875,0.1272,0.0145,15,George Neal South;George Neal North,
944,37.9125,139.0625,0.1268,0.0250,12,,Niigata
945,41.8625,78.1875,0.1266,0.0400,12,,
946,19.7125,79.1875,0.1265,0.0444,13,,
947,30.9625,20.1125,0.1263,0.0181,26,Zuenita,
948,34.7625,114.2875,0.1262,0.0280,9,,Huanglongsi;Kaifeng Chengguanzhen
949,-22.5375,-64.9625,0.1262,0.0876,6,,
950,44.2875,-105.3875,0.1260,0.0381,19,Dry Fork Station;Wyodak;Neil Simpson II;Wygen III,
951,29.6625,-98.1875,0.1258,0.0256,16,Guadalupe Generating Station,
952,49.8875,-97.1625,0.1258,0.0235,8,,Winnipeg
953,-22.0625,148.2875,0.1254,0.0265,9,,
954,40.5875,-89.6625,0.1253,0.0187,14,Powerton;E D Edwards,
955,36.5625,-118.1875,0.1253,0.0418,12,,
956,50.6375,3.1125,0.1252,0.0179,10,,Lille
957,25.4875,85.7625,0.1252,0.0292,16,BARH STPP II,
958,34.5875,-113.2125,0.1251,0.0387,29,,
959,51.2375,51.3875,0.1251,0.0131,11,,Oral
960,49.1625,16.5875,0.1247,0.0213,8,,Brno
961,46.8375,74.9375,0.1245,0.0274,22,,
962,37.3125,-77.2875,0.1243,0.0204,9,Chesterfield;Hopewell Cogeneration,
963,27.6625,103.4125,0.1243,0.0501,7,,
964,22.7375,79.9125,0.1242,0.0365,24,SEIONI TPP,
965,41.7375,-108.7625,0.1236,0.0645,23,Jim Bridger,
966,31.6625,-8.0375,0.1233,0.0328,30,,Marrakech
967,42.1125,-104.8875,0.1229,0.0188,17,Laramie River Station,
968,22.0625,-98.8625,0.1227,0.0479,15,Termoeléctrica Peñoles;Termoeléctrica del Golfo,
969,-23.3625,119.6875,0.1226,0.0332,11,Newman Iron Ore Mine,
970,30.0625,-90.6375,0.1224,0.0242,8,,
971,33.8125,113.4375,0.1222,0.0273,10,,
972,53.7125,86.8625,0.1220,0.0499,6,,
973,22.8375,89.5625,0.1220,0.0344,13,Khulna (KPCL-2),Khulna
974,-9.3625,-40.4875,0.1214,0.0410,6,Petrolina,Petrolina;Juazeiro
975,43.5125,123.4625,0.1214,0.0131,14,Shuangliao West power station,Zhengjiatun
976,47.4125,8.5625,0.1213,0.0283,9,,Zürich
977,41.3375,-91.0875,0.1212,0.0168,13,Louisa;Muscatine Plant #1,
978,50.0875,43.2375,0.1208,0.0227,12,,
979,36.1625,5.6625,0.1208,0.0535,17,,El Eulma
980,22.7375,75.8875,0.1208,0.0364,21,,Indore
981,38.0125,114.9875,0.1208,0.0353,9,,
982,38.6875,39.2375,0.1207,0.0569,15,,Elazığ
983,-29.8625,-51.3875,0.1207,0.0410,8,,
984,48.7625,39.2625,0.1204,0.0183,12,Luhanska,
985,28.2875,35.2125,0.1204,0.0426,23,,
986,26.5375,-78.7625,0.1202,0.0307,21,,
987,-31.4125,-69.2875,0.1200,0.0484,7,,
