# Catalog of NOx point sources v2.0
# 
# Contact: steffen.beirle@mpic.de
# 
# Covered time range: May 2018 to Dec 2018 
# Used datasets:
# - TROPOMI NO2 measurements: https://data-portal.s5p-pal.com/products/no2.html
# - ERA5 wind fields: https://www.ecmwf.int/en/forecasts/datasets/reanalysis-datasets/era5
# - Global power plant database (GPPD): https://datasets.wri.org/dataset/globalpowerplantdatabase
# - World cities database (WCD): https://simplemaps.com/data/world-cities
# 
# Version 2 of the catalog provides a fundamental update compared to version 1.
# Several improvements have been implemented resulting in generally higher and
# more realistic emissions.
# A detailed description of the dataset is to be submitted to ESSD.
# 
# Data:
# Column 1: Rank of NOx point source
# Column 2: Latitude [degree North] of point source
# Column 3: Longitude [degree East] of point source
# Column 4: NOx emissions [kg/s]
# Column 5: NOx emissions error [kg/s]
# Column 6: Number of months (within the considered time range)
#           where significant emissions could be detected.
# Column 7: Combustion power plants above 100 MW within 15 km
#           as listed in GPPD, separated by semicolon.
#           Spelling exactly as in GPPD.
#           No entry if no match to GPPD was found.
#           Primarily based on GPPD v1.3, 
#           but extended by entries from v1.2 if missing in 1.3
#           (labelled as "v1.2")
# Column 8: Cities with more than 100,000 inhabitants within 15 km
#           as listed in WCD, separated by semicolon.
#           Spelling exactly as in WCD.
#           No entry if no match to WCD was found.
rank,lat,lon,E,err,months_significant,power_plants,cities
613,50.7375,17.8625,0.2003,0.0444,2,Opole,Opole
614,24.9125,89.9875,0.0544,0.0306,0,,Jamālpur
615,-7.1625,29.9875,0.2269,0.1163,2,,
616,62.0375,129.7625,0.1602,0.0391,2,Yakutsk SDPP;Yakutsk SDPP-2,Yakutsk
617,-19.5375,-44.0625,0.1945,0.0738,1,,
618,-26.6125,-65.8125,0.2012,0.1007,2,,
619,53.8125,-113.0875,0.2049,0.0407,1,Scotford (Shell);Fort Saskatchewan (TransAlta),
620,34.3375,-116.8625,0.2287,0.0847,8,,
621,21.6875,72.6125,0.1775,0.0532,6,DGEN MEGA CCCP,
622,24.7875,78.6625,0.2714,0.0927,4,LALITPUR TPP,
623,2.0375,45.3125,0.1789,0.0652,4,,Mogadishu
624,47.3625,-101.8375,0.1783,0.0336,6,Antelope Valley,
625,51.1875,12.3625,0.2705,0.0536,6,Braunkohlekraftwerk Lippendorf;Lippendorf power station,
626,66.0875,76.8125,0.1881,0.0417,4,,Novyy Urengoy
627,56.1375,101.6125,0.1935,0.0557,2,Thermal Power Station 11,Bratsk
628,51.0125,2.3125,0.1539,0.0505,2,DK6,
629,12.1375,-68.9125,0.1678,0.0414,2,,Willemstad
630,-26.7625,28.5125,0.2305,0.0644,2,Grootvlei power station,
631,10.4625,106.4875,0.0728,0.0343,0,,Tân An
632,47.3625,-101.1375,0.1613,0.0391,4,Coal Creek,
633,9.4375,38.3625,0.1228,0.0733,1,,
634,34.1125,112.7875,0.1913,0.0630,1,Pingdingshan Ruiping power station,Meishan
635,24.7125,102.1375,0.2264,0.0880,2,,
636,44.0875,10.1625,0.1219,0.0730,1,,
637,-30.5875,150.1375,0.2101,0.0458,5,,
638,-18.8875,-48.2625,0.1738,0.0528,3,,Uberlândia
639,46.3625,48.0625,0.1740,0.0228,6,Astrakhanskaya CHPP-2;Central boiler-house [Astrakhan];Astrakhanskaya GRES,Astrakhan
640,19.2375,109.0125,0.1842,0.0566,1,,
641,19.3375,-96.7125,0.1512,0.0790,1,,
642,30.7125,50.0875,0.1339,0.0369,5,,
643,39.2875,-84.4875,0.1869,0.0440,1,Hamilton (OH),
644,18.1375,-15.9625,0.1569,0.0580,7,,Nouakchott
645,7.9125,6.4375,0.1049,0.0593,2,,
646,51.6875,4.6125,0.2432,0.0385,3,,Dordrecht
647,54.4625,45.8625,0.1914,0.0369,3,,
648,36.5875,116.2125,0.2141,0.0628,2,Xinyuan Aluminum power station;Chiping Xinfa power station;Xinfa Xiwang power station,
649,-20.6125,116.7875,0.1822,0.0389,8,Burrup Peninsula (Karratha Gas Plant);Burrup Peninsula (Pluto Phase 1);Dampier,
650,25.4125,98.8125,0.2343,0.0956,2,,
651,23.9875,79.3875,0.1954,0.0664,4,,
652,27.8125,-97.4625,0.1878,0.0358,7,Nueces Bay;Corpus Christi Energy Center,Corpus Christi
653,39.8625,26.2625,0.1544,0.0228,5,,
654,35.6375,138.4375,0.2199,0.0598,3,,Kōfu
655,28.9375,-110.8125,0.1711,0.0450,6,Hermosillo,
656,45.3625,-93.8875,0.1954,0.0371,3,Sherburne County,
657,22.2375,-97.8375,0.1832,0.0562,7,Pemex-Refinación  Refinería Francisco I. Madero,Tampico;Ciudad Madero;Miramar
658,49.4875,0.1875,0.2068,0.0434,5,HAVRE 4,Le Havre
659,31.4375,73.0875,0.1793,0.0525,5,,Faisalabad
660,21.5875,96.2375,0.0873,0.0422,0,,
661,2.9125,-60.7375,0.1310,0.0636,2,,Boa Vista
662,21.7125,108.6375,0.1841,0.0530,3,SDIC Qinzhou power station;Jingui Mill power station,
663,19.1125,41.1625,0.1967,0.0522,8,TIHAMA,
664,35.2375,115.5375,0.1793,0.0553,1,Heze power station;Heze Huarun power station,Heze
665,54.6625,83.6125,0.1591,0.0369,1,,
666,4.0125,103.3625,0.1350,0.0609,3,,
667,24.5625,74.8125,0.2034,0.0667,2,,
668,44.5125,18.6125,0.2103,0.1064,2,Tuzla CHP Power Plant Bosnia and Herzegovina,Tuzla
669,49.8125,24.0125,0.1441,0.0378,2,,Lviv
670,33.4375,43.2875,0.1592,0.0252,8,,Ar Ramādī
671,40.3125,-79.8875,0.2314,0.0584,1,,
672,4.9875,-1.6875,0.1326,0.0733,0,Takoradi 1,Sekondi
673,39.5625,-92.6375,0.0965,0.0230,0,Thomas Hill,
674,20.9375,-89.6625,0.1450,0.0484,1,Mérida III;Mérida II,Mérida;Kanasín
675,-28.1625,-69.5625,0.2161,0.0819,2,,
676,38.5875,114.9375,0.4396,0.0952,5,Dingzhou power station,Dingzhou
677,41.0875,80.1375,0.1583,0.0456,4,Aksu Xuzhou power station,Aksu
678,47.0375,28.8625,0.1544,0.0389,4,CHP CET-2  Chisinau,Chisinau
679,36.7375,29.4875,0.2378,0.0961,3,,
680,24.5625,81.1875,0.1757,0.0671,4,,
681,-9.8625,34.4125,0.1917,0.0863,3,,
682,30.3125,-91.2125,0.1671,0.0439,3,Plaquemine Cogeneration Plant;LaO Energy Systems;Axiall Plaquemine;Willow Glen (GPPD v1.2),
683,36.7875,-108.4375,0.1667,0.0335,7,Four Corners;San Juan,
684,-22.4875,119.9625,0.1457,0.0431,3,,
685,-22.4375,148.4375,0.1882,0.0472,6,,
686,29.7625,116.2875,0.2214,0.0572,3,Shenhua Jiujiang power station,
687,44.9375,23.1375,0.2127,0.0570,3,Rovinari power station,
688,58.5875,49.6125,0.1909,0.0382,3,Kirov TPP-5;Kirov CHPP-3,Kirov
689,46.1625,53.4125,0.1890,0.0261,6,,
690,32.1375,74.1625,0.1338,0.0389,4,,Gujranwala
691,35.3125,33.4375,0.2456,0.0501,8,,
692,45.7875,15.9625,0.1623,0.0476,3,Zagreb Te-To CHP Power Plant Croatia,Zagreb
693,32.9375,115.8375,0.3068,0.0635,5,Fuyang power station,Fuyang
694,44.7375,21.1875,0.2147,0.0416,5,TE KOSTOLAC B;TE KOSTOLAC A,
695,37.2875,38.7125,0.1585,0.0325,6,,Karaköprü
696,33.8125,-116.5625,0.2158,0.0778,5,Sentinel Energy Center  LLC;Indigo Energy Facility,
697,36.3125,43.7625,0.1209,0.0394,4,,
698,37.0875,37.3625,0.1382,0.0711,4,,Gaziantep
699,22.2125,-102.2125,0.1687,0.1067,5,,
700,41.4375,119.5875,0.1275,0.0319,3,,
701,38.3625,-87.7625,0.2270,0.0483,7,Gibson,
702,23.2625,114.3375,0.1052,0.0404,1,,
703,12.1375,15.0125,0.1739,0.0570,7,,N’Djamena;Kousséri
704,31.6875,73.2125,0.2376,0.0675,6,,
705,37.0125,35.3125,0.1800,0.0667,6,,Adana
706,16.6875,102.7375,0.2121,0.0698,3,Nam Phom,
707,34.0375,42.4125,0.2524,0.0372,7,,
708,39.5375,54.3875,0.2063,0.0402,7,Balkanabat OCGT Power Plant Turkmenistan,
709,23.8125,120.1875,0.1258,0.0586,4,Mailao,
710,7.3375,3.8625,,,0,,Ibadan
711,49.0125,33.6625,0.1591,0.0284,4,,
712,36.1375,1.2625,0.1772,0.0493,6,,Chlef
713,24.7375,116.2125,0.0787,0.0497,1,,
714,39.8875,48.9375,0.0996,0.0248,0,Janub,
715,4.5875,103.4375,0.2134,0.0930,4,Paka;YTL Paka,
716,34.9875,5.7125,0.1616,0.0430,7,,
717,-34.1625,-58.9625,0.1990,0.0385,3,,
718,23.0875,109.6375,0.1543,0.0560,3,Huadian Guigang power station,Guigang
719,50.5375,17.9625,0.1098,0.0298,1,,
720,41.6375,27.5375,0.1998,0.0640,3,,
721,37.9125,27.8375,0.1845,0.0408,7,,Aydın
722,27.6625,76.1375,0.1756,0.0581,5,,
723,10.5375,7.4375,0.1605,0.0646,2,,Kaduna
724,29.8125,31.2875,0.1708,0.0391,4,Cairo South;El-Tebeen,Ḩalwān
725,31.3875,49.6625,0.1281,0.0506,5,,
726,19.9625,72.7625,0.1506,0.0505,3,DHANU,
727,-37.9875,-57.6125,0.1663,0.0450,0,MAR DEL PLATA (9 DE JULIO),Mar del Plata
728,39.5625,29.8875,0.2568,0.1473,5,Seyitömer power station,
729,25.0625,101.5125,0.1605,0.0619,1,,Chuxiong;Dongguazhen
730,30.8125,111.7875,0.1691,0.0536,3,,Dangyang
731,50.3875,13.3125,0.1580,0.0503,2,Tusimice power station;Prunerov,
732,49.4375,11.0625,0.2040,0.0515,2,Franken 1;HKW Sandreuth,Nuremberg;Fürth
733,52.4375,30.9375,0.1545,0.0339,4,Gomel-2 CHP Power Plant Belarus,Homyel’
734,23.0875,-82.3375,0.1968,0.0579,4,Havana TPP,Havana;Arroyo Naranjo;Centro Habana;Guanabacoa
735,34.1625,50.3875,0.2265,0.0800,5,,
736,19.5625,-92.2125,0.1211,0.0464,5,,
737,28.5125,102.0625,0.1505,0.0667,1,,
738,10.2625,104.6125,0.1754,0.0639,3,,
739,47.0625,-101.2125,0.1447,0.0329,5,Milton R Young,
740,20.3875,72.9375,0.1579,0.0496,5,,
741,31.2375,32.2875,0.1716,0.0356,7,,Port Said
742,54.6875,29.1375,0.1433,0.0397,0,Lukoml Thermal Power Plant Belarus,
743,42.3125,59.5625,0.1730,0.0231,7,Takhiatash,
744,41.0875,-101.1375,0.1891,0.0330,7,Gerald Gentleman,
745,35.5125,68.2125,0.1793,0.0734,2,,
746,53.1125,8.7125,0.1698,0.0335,3,Hafen power station;KW Mittelsbüren;Hastedt power station,Bremen
747,53.6875,23.8625,0.1677,0.0547,2,Grodno CHP-2 Power Plant Belarus,Hrodna
748,32.7375,117.3125,0.2867,0.0702,6,,
749,50.0625,-110.7125,0.1726,0.0315,5,,
750,17.8875,-93.1625,0.1379,0.0493,1,Pemex-Gas y Petroquímica Básica  Complejo Procesador de Gas Nuevo Pemex;Pemex-Gas y Petroquímica Básica  Complejo Procesador de Gas Cactus,
751,44.6625,41.9375,0.1706,0.0346,5,Nevinnomysskya,Nevinnomyssk
752,29.1625,74.0125,0.2675,0.0664,7,SURATGARH,
753,37.8375,140.9125,0.1965,0.0419,5,Shinchi power station,
754,16.7125,79.6875,0.1569,0.0617,2,,
755,36.1625,-5.4125,0.1977,0.0518,6,CCC BAHIA DE ALGECIRAS;SAN ROQUE GRUPO 2;CAMPO DE GIBRALTAR GRUPO 20;BAHIA DE ALGECIRAS I;LOS BARRIOS,Gibraltar;Algeciras
756,-14.9375,13.5125,0.1133,0.0528,3,,Lubango
757,56.1125,44.1375,0.0992,0.0350,1,,
758,25.5125,78.7625,0.1894,0.0574,5,PARICHA,
759,36.9125,7.7125,0.1967,0.0538,5,,Annaba
760,48.1625,33.5375,0.1782,0.0361,4,,
761,15.6375,43.9125,0.1356,0.0571,2,,
762,43.4625,43.6125,0.1214,0.0496,1,,Nalchik
763,44.9375,34.1375,0.1256,0.0300,0,,Simferopol
764,24.5375,76.1125,0.0664,0.0234,1,KALISINDH,
765,39.9625,-76.7875,0.1473,0.0387,3,Pixelle Specialty Solutions LLC - Spring Grove Facility,York
766,-5.0625,-42.7625,0.2095,0.0853,3,,Teresina;Timon
767,52.9875,63.1375,0.1545,0.0272,2,,Rudnyy
768,7.8125,40.0875,0.0964,0.0671,0,,
769,13.2125,32.8125,0.1227,0.0327,4,,
770,39.7375,116.9875,0.2296,0.0668,3,,
771,-25.4375,-42.7625,0.1389,0.0371,2,,
772,35.7875,43.2625,0.1467,0.0292,5,,
773,40.3875,27.0375,0.1465,0.0318,3,İÇDAŞ Bekirli-2 power station,
774,30.5375,76.5875,0.1526,0.0416,4,RAJPURA TPP,
775,50.0125,8.2625,0.0935,0.0432,1,Kraftwerk Mainz;GuD-Anlage Rüsselsheim,Wiesbaden;Mainz
776,56.8375,35.9125,0.1755,0.0421,3,Tverskaya CHPP-3,Tver
777,47.7875,67.7375,0.1409,0.0290,5,Zhezkazgan power station,
778,7.4625,10.7625,0.0650,0.0432,0,,
779,22.4125,87.8625,0.2066,0.0607,5,KOLAGHAT,
780,23.9875,82.4125,0.1846,0.0739,4,MAHAN TPP,
781,-5.1875,-80.6875,0.1661,0.0860,8,,Piura
782,17.9625,-94.5125,0.0413,0.0282,0,,Minatitlán
783,20.8375,-97.2375,0.1424,0.0434,5,Tuxpan III y IV;Tuxpan II;Tuxpan V,
784,16.8875,-99.9125,0.1325,0.0648,3,,Acapulco de Juárez
785,50.4375,4.6875,0.1711,0.0350,4,,Namur
786,26.2375,73.0125,0.1545,0.0364,8,,Jodhpur
787,48.1375,17.1625,0.1611,0.0399,3,PPC Bratislava CCGT CHP Power Plant Slovakia,Bratislava;Petržalka
788,55.3125,52.0125,0.2139,0.0434,3,Zainskaya GRES,
789,-21.7375,147.9875,0.1664,0.0391,6,,
790,21.0875,77.9125,0.1539,0.0586,2,AMARAVATI TPP,
791,55.8375,51.9875,0.1642,0.0279,3,,
792,55.2875,85.6125,0.0849,0.0342,0,,
793,30.4625,117.2375,0.1688,0.0528,1,Shenhua Anqing power station,
794,-20.2625,-70.1125,0.1386,0.0659,5,,Iquique;Alto Hospicio
795,48.9625,24.6625,0.1107,0.0447,1,,Ivano-Frankivsk
796,41.5125,64.5875,0.1262,0.0256,5,,
797,31.7125,47.2625,0.1714,0.0291,5,,
798,26.9875,55.5125,0.1450,0.0528,4,,
799,-26.9125,150.7625,0.1873,0.0406,7,Kogan Creek,
800,30.0625,-94.0625,0.1751,0.0451,4,ExxonMobil Beaumont Refinery,Beaumont
801,29.2625,31.2125,0.1935,0.0441,5,Kuriemat 2;Kuriemat Solar/Thermal,
802,18.6375,-92.2625,0.1289,0.0359,2,Compañía de Nitrógeno de Cantarell,
803,52.4875,85.0875,0.1249,0.0292,0,Biysk CHPP-1,Biysk
804,15.3875,108.7875,0.0695,0.0446,0,,
805,24.8125,-107.4375,0.1679,0.0637,3,,Culiacán
806,48.7875,44.8125,0.1592,0.0245,6,Volzhskaya HPP 1;Volzhskaya CHPP-2,Volzhskiy
807,34.1375,118.7875,0.1089,0.0408,2,,Shuyangzha
808,50.4125,80.2125,0.1077,0.0201,3,,Semey
809,22.8875,-12.3125,0.1373,0.0252,8,,
810,50.0875,118.0875,0.1604,0.0305,3,TPPP PGGHO (Krasnokamenskaya TPP),
811,56.1125,47.2625,0.1381,0.0301,2,Cheboksary CHPP=2,Cheboksary;Novocheboksarsk
812,35.3125,103.1375,0.0682,0.0336,0,,
813,11.6375,-70.2125,0.1902,0.0333,7,Josefa Camejo;Punto Fijo,Punto Fijo
814,29.9375,30.8875,0.1570,0.0407,6,,Madīnat as Sādis min Uktūbar
815,-22.3875,119.7375,0.1818,0.0468,5,,
816,49.5875,36.5125,0.1556,0.0320,3,Zmiivska power station,
817,38.7625,-85.0375,0.1279,0.0416,1,Ghent,
818,16.1625,120.0875,0.1966,0.0974,3,Sual power station,
819,16.1875,75.2875,0.1188,0.0439,2,,
820,41.2875,27.5875,0.1363,0.0249,3,,
821,40.6875,30.7125,0.1328,0.0485,2,,
822,38.2125,-104.6125,0.1553,0.0386,6,Comanche (CO);Pueblo Airport Generating Station,Pueblo
823,36.2875,33.7375,0.1625,0.0435,7,,
824,46.0625,122.0625,0.1190,0.0249,2,Inner Mongolia Xingan power station,Ulanhot
825,57.0625,9.9625,0.1338,0.0263,1,Nordjylland power station,Aalborg
826,25.8375,-97.5125,0.1487,0.0335,5,Silas Ray,Heroica Matamoros
827,-11.6625,27.4875,0.1090,0.0521,2,,Lubumbashi
828,52.1625,10.4125,0.1782,0.0361,3,HKW-Mitte,Braunschweig;Salzgitter
829,40.7625,46.9875,0.1368,0.0345,4,Azerbaijan TPP,
830,34.4375,115.6125,0.2005,0.0597,1,,Shangqiu
831,13.5125,2.1125,0.1089,0.0325,4,,Niamey
832,38.1625,58.3875,0.1789,0.0496,6,,
833,32.0625,74.7875,0.2281,0.0812,4,,
834,24.7625,89.3625,0.0214,0.0121,0,,
835,34.7625,10.7125,0.1467,0.0351,8,Thyna 1,Sfax
836,-22.1375,117.8875,0.1655,0.0451,3,Solomon Iron Ore Mine,
837,50.8375,-1.0875,0.1809,0.0370,2,,Portsmouth
838,32.9375,3.2375,0.1557,0.0240,8,SPP1 Thermal,
839,11.5125,105.0875,0.0701,0.0329,0,,
840,55.4625,65.2625,0.1551,0.0408,0,Kurgan CHPP;Kurgan CHPP-2,Kurgan
841,48.5375,34.6375,0.1050,0.0208,3,,Kamianske
842,19.9875,73.8875,0.2011,0.0695,5,NASIK TPP  PH 1;NASIK,Nāsik
843,33.6375,-87.0625,0.1469,0.0416,3,James H Miller Jr;Gorgas (GPPD v1.2),
844,50.1375,30.7375,0.1188,0.0396,2,Trypilska,
845,20.6875,-101.3625,0.1508,0.0617,1,,Irapuato
846,36.8875,6.9125,0.1177,0.0375,3,SKS IPP SNC Lavalin;Skikda,Skikda
847,-22.5125,27.0375,0.1204,0.0310,2,Morpule,
848,20.9875,-97.3625,0.1786,0.0632,5,Adolfo López Mateos (Tuxpan),Túxpam de Rodríguez Cano
849,25.8875,71.3375,0.1518,0.0307,7,JALLIPPA KAPURDI TPP,
850,50.5625,26.2375,0.1021,0.0287,2,,Rivne
851,20.7125,76.8125,0.1107,0.0373,1,PARAS,
852,33.0625,-83.7875,0.2225,0.0626,4,Scherer;Smarr Energy Center,
853,-22.3125,-41.8875,0.1359,0.0458,3,Norte Fluminense,Macaé
854,41.6375,-87.1625,0.1194,0.0453,2,ArcelorMittal Burns Harbor;Gary Works,
855,24.2875,37.5875,0.1510,0.0390,8,,
856,46.7375,-122.8625,0.1718,0.0586,3,Transalta Centralia Generation;Chehalis Generating Facility,
857,37.7625,128.8375,0.2412,0.0555,4,Yeongdong,Gangneung
858,23.2375,111.5875,0.1236,0.0558,1,,
859,-9.6625,34.2875,0.1589,0.0758,5,,
860,23.1375,108.2375,0.1435,0.0565,2,,
861,15.5875,49.1375,0.1033,0.0298,7,,
862,51.7375,19.4875,0.1245,0.0341,3,EC Łódź-3;EC Łódź-4,Łódź
863,5.4375,100.6125,-0.0250,-0.0343,0,,
864,35.6125,-80.9625,0.1702,0.0451,3,Marshall (NC),
865,41.8875,-83.3375,0.1701,0.0381,3,Monroe (MI),
866,35.3375,60.2125,0.1355,0.0448,3,,
867,24.1375,81.9125,0.1697,0.0532,5,NIGRI,
868,51.4625,-111.7875,0.1957,0.0346,3,Sheerness,
869,30.7125,73.2375,0.1514,0.0422,6,Sahiwal,Sahiwal
870,39.7875,64.4375,0.1107,0.0169,7,,Bukhara;Kogon Shahri
871,24.8125,-112.0625,0.1903,0.0996,7,Gral. Agustín Olachea A. (Puerto San Carlos),
872,24.5625,116.1875,0.1654,0.0649,1,,
873,31.0125,112.2375,0.1645,0.0480,3,Guodian Jingmen power station;Huaneng Jingmen power station,Jiangjiafan
874,-31.5625,-53.6875,0.1375,0.0375,0,Presidente Médici  A  B;Candiota III,
875,34.8125,104.3875,0.1115,0.0394,2,,
876,35.9875,126.6375,0.0988,0.0259,2,Gunsan;Seagull power station;Saemangeum Ocise,Kunsan
877,44.5125,125.6375,0.1214,0.0306,1,,Dehui
878,9.5375,41.8625,0.0063,0.0338,1,,Dire Dawa
879,29.4875,-95.6375,0.1973,0.0509,2,W A Parish;Jack Fusco Energy Center;W.A. Parish Carbon Capture Plant,Sugar Land
880,48.6125,21.1875,0.0820,0.0343,1,,Košice
881,22.1875,84.5875,0.1538,0.0547,3,,
882,35.2875,-101.7375,0.1630,0.0544,6,Harrington;Nichols,Amarillo
883,26.2125,127.7125,0.1440,0.0557,2,,Naha;Urasoe
884,32.7625,73.1375,0.1402,0.0411,3,,
885,52.3125,18.2375,0.2549,0.0501,6,Pątnów I;Pątnów II;Konin,
886,49.3625,6.7375,0.1499,0.0359,3,Kraftwerk Ensdorf,
887,26.7625,-80.0875,0.1326,0.0499,5,Riviera,West Palm Beach
888,34.1375,-84.9125,0.1784,0.0490,2,Bowen,
889,20.5875,-101.1625,0.2382,0.0942,3,Salamanca;Pemex-Refinación  Ing. Antonio M. Amor,Salamanca
890,36.8875,-111.4125,0.3417,0.0683,8,Navajo (GPPD v1.2),
891,13.0875,-11.4125,0.1348,0.0521,3,,
892,52.0625,47.4375,0.1386,0.0274,3,,
893,26.4625,80.2875,0.1357,0.0353,4,PANKI (GPPD v1.2),Cawnpore
894,25.9375,49.6875,0.1071,0.0237,5,ABQ PP,
895,29.9125,75.2375,0.1944,0.0484,7,TALWANDI SABO,
896,24.6375,-101.6625,0.1303,0.0561,2,,
897,-6.2875,107.9375,0.1255,0.0472,4,PLTU Jawa Barat - Indramayu,
898,19.3625,56.4625,0.1360,0.0265,8,,
899,24.3125,78.1375,0.1640,0.0547,4,,
900,17.9875,-92.9375,0.1164,0.0454,0,,Villahermosa
901,51.7625,58.7875,0.1705,0.0276,4,Iriklinskaya,
902,38.5625,-90.8375,0.1159,0.0259,1,Labadie,
903,30.9625,-110.3375,0.1241,0.0303,3,,
904,19.4125,72.8875,0.1371,0.0756,3,,
905,24.2125,47.6625,0.1289,0.0248,6,,
906,11.5625,43.1375,0.1007,0.0292,5,Boulaos,Djibouti
907,-22.4375,-47.5375,0.1212,0.0436,2,,Rio Claro
908,31.1625,-112.8625,0.1376,0.0336,8,,
909,51.4875,31.2625,0.1337,0.0255,2,Chernihiv power station,Chernihiv
910,11.3625,35.8875,0.0418,0.0416,0,,
911,33.6625,46.3875,0.1311,0.0447,3,,
912,35.8875,14.4625,0.1251,0.0413,5,,
913,24.8625,53.6125,0.1269,0.0350,6,,
914,36.0875,4.7375,0.1172,0.0360,2,,Bordj Bou Arreridj
915,-26.5875,-66.1125,0.1419,0.0742,1,,
916,-22.6625,-47.6625,0.1627,0.0548,3,,Piracicaba
917,-23.3875,-51.9125,0.1156,0.0368,2,,Maringá
918,37.9875,-90.0875,0.1432,0.0375,5,,
919,23.4375,68.7125,0.1531,0.0349,4,,
920,-14.2375,-41.7125,0.1926,0.0629,5,,
921,31.0625,30.4375,0.1651,0.0311,7,Damanhour,Damanhūr
922,18.0375,-63.0875,0.1249,0.0424,0,,
923,17.1375,-61.7875,0.1197,0.0359,1,,
924,32.7375,116.6625,0.0772,0.0235,2,Huainan Tianji power station;Huainan Fengtai power station;Huainan Guqiao power station;Pansan power station,
925,44.4625,12.2125,0.1631,0.0425,4,PORTO CORSINI,Ravenna
926,23.6625,113.2375,0.1862,0.0574,1,,
927,38.8625,-84.2375,0.1984,0.0515,2,W H Zimmer,
928,35.3375,1.3625,0.1801,0.0447,7,Tiaret,Tiaret
929,-6.7625,108.6125,0.1487,0.0601,5,PLTU Cirebon,Cirebon
930,54.4625,61.2375,0.0905,0.0376,1,Yuzhnouralskaya 2,
931,41.5625,60.6375,0.1140,0.0185,3,,Urganch
932,25.3875,49.5875,0.1014,0.0183,6,,Al Hufūf;Al Mubarraz
933,27.1625,78.3625,0.1405,0.0394,3,,Fīrozābād
934,13.1625,74.8125,0.1784,0.0749,4,UDUPI TPP,
935,51.7625,36.1875,0.1059,0.0216,3,TPP Quadra,Kursk
936,34.3125,-109.1625,0.1836,0.0700,6,Springerville,
937,29.3875,-94.9375,0.1328,0.0596,3,Green Power 2;Texas City Power Plant;Bacliff;Power Station 4,Texas City
938,50.8625,115.7125,0.1318,0.0264,4,Kharanorskaya,
939,24.0375,-104.6625,0.1330,0.0739,2,,Durango
940,45.4625,12.2375,0.2035,0.0614,2,Andrea Palladio power station (FUSINA);LEVANTE;AZOTATI,Venice
941,56.7625,36.7375,0.1749,0.0410,1,Konakovskaya,
942,31.6625,74.8875,0.0907,0.0297,1,,Amritsar
943,42.3125,-96.3875,0.1727,0.0275,5,George Neal South;George Neal North,
944,37.9125,139.0625,0.1487,0.0461,4,,Niigata
945,41.8625,78.1875,0.1132,0.0530,1,,
946,19.7125,79.1875,0.1456,0.0648,2,,
947,30.9625,20.1125,0.1274,0.0221,5,Zuenita,
948,34.7625,114.2875,0.1378,0.0587,1,,Huanglongsi;Kaifeng Chengguanzhen
949,-22.5375,-64.9625,,,1,,
950,44.2875,-105.3875,0.1209,0.0457,3,Dry Fork Station;Wyodak;Neil Simpson II;Wygen III,
951,29.6625,-98.1875,0.0924,0.0382,3,Guadalupe Generating Station,
952,49.8875,-97.1625,0.1184,0.0253,1,,Winnipeg
953,-22.0625,148.2875,0.1536,0.0359,4,,
954,40.5875,-89.6625,0.1553,0.0340,5,Powerton;E D Edwards,
955,36.5625,-118.1875,0.1159,0.0419,3,,
956,50.6375,3.1125,0.0846,0.0294,2,,Lille
957,25.4875,85.7625,0.1416,0.0399,5,BARH STPP II,
958,34.5875,-113.2125,0.1378,0.0455,5,,
959,51.2375,51.3875,0.0959,0.0181,0,,Oral
960,49.1625,16.5875,0.1104,0.0304,2,,Brno
961,46.8375,74.9375,0.1181,0.0274,4,,
962,37.3125,-77.2875,0.1502,0.0354,2,Chesterfield;Hopewell Cogeneration,
963,27.6625,103.4125,0.0905,0.0620,0,,
964,22.7375,79.9125,0.1184,0.0402,5,SEIONI TPP,
965,41.7375,-108.7625,0.1298,0.0744,4,Jim Bridger,
966,31.6625,-8.0375,0.1203,0.0380,6,,Marrakech
967,42.1125,-104.8875,0.1606,0.0314,6,Laramie River Station,
968,22.0625,-98.8625,0.0768,0.0366,2,Termoeléctrica Peñoles;Termoeléctrica del Golfo,
969,-23.3625,119.6875,0.1066,0.0323,0,Newman Iron Ore Mine,
970,30.0625,-90.6375,0.0785,0.0300,0,,
971,33.8125,113.4375,0.2879,0.0755,4,,
972,53.7125,86.8625,0.1521,0.0744,2,,
973,22.8375,89.5625,0.1034,0.0374,1,Khulna (KPCL-2),Khulna
974,-9.3625,-40.4875,0.1359,0.0537,2,Petrolina,Petrolina;Juazeiro
975,43.5125,123.4625,0.1171,0.0202,3,Shuangliao West power station,Zhengjiatun
976,47.4125,8.5625,0.1592,0.0522,3,,Zürich
977,41.3375,-91.0875,0.1560,0.0313,4,Louisa;Muscatine Plant #1,
978,50.0875,43.2375,0.1560,0.0315,5,,
979,36.1625,5.6625,0.1050,0.0487,3,,El Eulma
980,22.7375,75.8875,0.1499,0.0508,5,,Indore
981,38.0125,114.9875,0.2266,0.0891,4,,
982,38.6875,39.2375,0.1122,0.0378,2,,Elazığ
983,-29.8625,-51.3875,0.1469,0.0595,1,,
984,48.7625,39.2625,0.1741,0.0297,4,Luhanska,
985,28.2875,35.2125,0.1290,0.0496,4,,
986,26.5375,-78.7625,0.1377,0.0364,3,,
987,-31.4125,-69.2875,0.1677,0.0714,3,,
988,45.0625,41.9875,0.1032,0.0254,0,,Stavropol
